question_text,company,difficulty,question_type,topics,source,answer_text,category,tags,constraints,examples,hints
What is the difference between machine learning and deep learning?,,hard,ml,data_science,DS_Interview_Notebook,"Deep Learning out performs traditional ML techniques if the data size is large. But with small data size, traditional Machine Learning algorithms are preferable. Deep Learning really shines when it comes to complex problems such as image classification, natural language processing, and speech recognition. Few important differences are as below, |Machine Learning|Deep Learning| |:-|:-| | Machine learning uses algorithms to parse data, learn from that data, and make informed decisions based on wha",,,,,
Explain standard deviation and variance,,hard,mixed,data_science,DS_Interview_Notebook,"![normal-distrubution]( **Variance:** * **In a Nutshell:** Variance measures how spread out a set of data is. A high variance indicates that the data points are widely scattered, while a low variance means they are clustered close together. * **Example:** Imagine two groups of students taking a test. * Group A: Scores are 60, 70, 75, 80, 90 * Group B: Scores are 40, 70, 70, 70, 100 * Group B has a higher variance because its scores are more spread out from the average (70) compared to Group A. *",,,,,
Explain confusion matrix,,hard,mixed,data_science,DS_Interview_Notebook,"![]( **What is a Confusion Matrix?** * Imagine a table that helps you see how well your machine learning model is performing, especially when it comes to classification tasks (like deciding if an email is spam or not). * It compares the model's predictions to the actual, true labels of your data. **Why is it useful?** * Beyond Accuracy: A confusion matrix gives you a more detailed look at your model's performance than just overall accuracy. * Spotting Weaknesses: You can see which classes your m",,,,,
Why do we need confusion matrix?,,hard,mixed,data_science,DS_Interview_Notebook,"* We can not rely on a single value of accuracy in classification when the classes are imbalanced. * For example, we have a dataset of 100 patients in which 5 have diabetes and 95 are healthy. However, if our model only predicts the majority class i.e. all 100 people are healthy then also we will have a classification accuracy of 95%. * Confusion matrices are used to visualize important predictive analytics like recall, specificity, accuracy, and precision. * Confusion matrices are useful becaus",,,,,
Explain collinearity and technique to reduce it?,,hard,mixed,data_science,DS_Interview_Notebook,"In statistics collinearity or multicollinearity is the phenomenon where one or more predictive variables(features) in multiple regression models are highly linearly related to each other. ## Technique to reduce multicollearity * **Remove highly correlated predictors from the model**. If you have two or more factors with a high collinearity, remove one from the model. Because they supply redundant information, removing one of the correlated factors usually doesn't drastically reduce the R-squared",,,,,
Difference between statistics and machine learning,,hard,ml,data_science,DS_Interview_Notebook,"* The major difference between machine learning and statistics is their purpose. Machine learning models are designed to make the most accurate predictions possible. Statistical models are designed for inference about the relationships between variables. * Statistics is mathematical study of data. Lots of statistical models that can make predictions, but predictive accuracy is not their strength.",,,,,
"In a test, students in section A scored with a mean of 75 and standard deviation of 10, while students in section B scored with a mean of 80 and standard deviation of 12? Melissa from section A and Ryan from section B both have scored 90 in this test. Who had a better performance in this test as compared to their classmates?",,hard,stats,data_science,DS_Interview_Notebook,"To compare the two scores we need to standardize them to the same scale. We do that by calculating the Z score, which allows us to compare the 2 scores in units of standard deviations. ```Z score= (X- mean)/Standard Deviation``` Melissa's Z score = (90-75)/10 = 1.5 Ryan's Z score = (90-80)/12 = 0.83 Melissa has performed better.",,,,,
What is null hypothesis and alternate hypothesis?,,hard,stats,data_science,DS_Interview_Notebook,"* The null hypothesis states that a population parameter (such as the mean, the standard deviation, and so on) is equal to a hypothesized value. The null hypothesis is often an initial claim that is based on previous analyses or specialized knowledge. * The alternative hypothesis states that a population parameter is smaller, greater, or different than the hypothesized value in the null hypothesis. The alternative hypothesis is what you might believe to be true or hope to prove true. * So when r",,,,,
What is a hypothesis test and p-value?,,hard,stats,data_science,DS_Interview_Notebook,"* A hypothesis test examines two opposing hypotheses about a population: the null hypothesis and the alternative hypothesis. The null hypothesis is the statement being tested. Usually the null hypothesis is a statement of ""no effect"" or ""no difference"". The alternative hypothesis is the statement you want to be able to conclude is true based on evidence provided by the sample data. * Based on the sample data, the test determines whether to reject the null hypothesis. You use a p-value, to make t",,,,,
What is power of hypothesis test? Why is it important?,,hard,stats,data_science,DS_Interview_Notebook,"* Remember that if actual value is positive and our model predicts it as negative then Type II error occuras (False negative). e.g. Calling a guilty person innocent, diaognosing cancer infected person as healthy etc. * The probability of not commiting Type II error is called as power of hypothesis test. The higher probability we have of not commiting a type 2 error, the better our hypothesis test is.",,,,,
What is the difference betweeen K nearest neighbors and K means,,hard,mixed,data_science,DS_Interview_Notebook,"* KNN or K nearest neighbor is a classification algorithm, while K-Means is clustering technique. * KNN is supervised algorithm, K means is unsupervised algorithm. * In KNN prediction of the test sample is based on the similarity of its features to its neighbors. The similarity is computed based on the measure such as euclidean distance. Here K referes to the number of neighbors with whom similarity is being compared. * K-means is the process of defining clusters or groups around predefined cent",,,,,
Explain Random forest algorithm,,hard,ml,data_science,DS_Interview_Notebook,"* Random forest is supervised learning algorithm and can be used to solve classification and regression problems. * Since decision-tree create only one tree to fit the dataset, it may cause overfitting and model may not generalize well. Unlike decision tree random forest fits multiple decision trees on various sub samples of dataset and make the predictions by averaging the predictions from each tree. * Averaging the results from multiple decision trees help to control the overfitting and result",,,,,
Can Random Forest Algorithm be used both for Continuous and Categorical Target Variables?,,medium,ml,data_science,DS_Interview_Notebook,"* Yes, Random Forest can be used for both continuous and categorical target (dependent) variables. * In a random forest the classification model refers to the categorical dependent variable, and the regression model refers to the numeric or continuous dependent variable.",,,,,
What do you mean by Bagging?,,hard,mixed,data_science,DS_Interview_Notebook,"![EnsembleI_Learning_Bagging]( * In bagging we build independent estimators on different samples of the original data set and average or vote across all the predictions. * Bagging is a short form of **Bootstrap Aggregating**. It is an ensemble learning approach used to improve the stability and accuracy of machine learning algorithms. * Since multiple model predictions are averaged together to form the final predictions, Bagging reduces variance and helps to avoid overfitting. Although it is usu",,,,,
What is Out-of-Bag Error in Random Forests?,,hard,mixed,data_science,DS_Interview_Notebook,"* Out-of-Bag is equivalent to validation or test data but it is calculated internally by Random Forest algorithm. In case of Sklearn if we set hyperparameter 'oob_score = True' then Out-of-Bag score will be calculated for every decision tree. * Finally, we aggregate all the errors from all the decision trees and we will determine the overall OOB error rate for the classification. * For more details refer. ",,,,,
What is the use of proximity matrix in the random forest algorithm?,,easy,ml,data_science,DS_Interview_Notebook,A proximity matrix is used for the following cases : * Missing value imputation * Detection of outliers,,,,,
List down the parameters used to fine-tune the Random Forest.,,medium,mixed,data_science,DS_Interview_Notebook,Two parameters that have to fine-tune to improve the predictions that are important in the random forest algorithm are as follows: * Number of trees used in the forest (n_tree) * Number of random variables used in each of the trees in the forest (mtry),,,,,
What is K Fold cross validation? Why do you use it?,,hard,mixed,data_science,DS_Interview_Notebook,"* In case of K Fold cross validation input data is divided into ‘K’ number of folds, hence the name K Fold. Suppose we have divided data into 5 folds i.e. K=5. Now we have 5 sets of data to train and test our model. So the model will get trained and tested 5 times, but for every iteration we will use one fold as test data and rest all as training data. Note that for every iteration, data in training and test fold changes which adds to the effectiveness of this method. * This significantly reduce",,,,,
How to handle missing data?,,medium,case,data_science,DS_Interview_Notebook,"Data can be missing because of mannual error or can be gennualy missing. * Delete low quality records completely which have too much missing data * Impute the values by educated guess, taking average or regression * Use domain knwledge to impute values",,,,,
What is the difference between Bar graph and histogram?,,medium,mixed,data_science,DS_Interview_Notebook,* Bar graph is used for descreate data where as histogram is used for continuous data. * In bar graph there is space between the bars and in case of histogram there is no space between the bars(contnuous scale). * In bar graph the order of the bars can be changed and in histogram order remains same.,,,,,
What is the Box and Whisker plot? When should use it?,,hard,mixed,data_science,DS_Interview_Notebook,"* Box and whisker plots are ideal for comparing distributions because the centre, spread and overall range are immediately apparent. * A box and whisker plot is a way of summarizing a set of data measured on an interval scale. * It is often used in explanatory data analysis * Boxplots are a standardized way of displaying the distribution of data based on a five number summary (“minimum”, first quartile (Q1), median, third quartile (Q3), and “maximum”). * median (Q2/50th Percentile): the middle v",,,,,
What is outlier? How to handle them?,,hard,mixed,data_science,DS_Interview_Notebook,"* An outlier is an observation that lies an abnormal distance from other values in a random sample from a population. * Data points above and below 1.5*IQR, are most commonly outliers. Outliers can drastically change the results of the data analysis and statistical modeling. ## Types of the outliers * **Data entry errors** * **Measuremental errors** * **Intentional outliers**. This is commonly found in self-reported measures that involves sensitive data. For example: Teens would typically under ",,,,,
"If deleting outliers is not an option, how will you handle them?",,hard,mixed,data_science,DS_Interview_Notebook,"* I will try differen models. Data detected as outliers by linear model, can be fit by non-linear model. * Try normalizing the data, this way the extreame datapoints are pulled to the similar range. * We can use algorithms which are less affected by outliers. * We can also create separate model to handle the outlier data points.",,,,,
You fit two linear models on a dataset. Model 1 has 25 predictors and model 2 has 10 predictors. What performance metric would you use to select the best model based on training dataset?,,hard,ml,data_science,DS_Interview_Notebook,"* First of all model performace is not directly proportional to the number of predictors, so we cant say that model with 25 predictors is better than the model with 10 predictors * Here important thing is to understand different evaluation metric for linear regresion and which one of them can help us identify the impact of number of predictors on model performance. * Evaluation metric used for linear regression are MSE, MAE, R-squared, Adjusted R-squared, and RMSE. * MSE penalizes large errors, ",,,,,
Suppose we have a function -4x^2 + 4x + 3. Find the maximum or minimum of this function.,,hard,coding,data_science,DS_Interview_Notebook,"* This is quadratic equation, f(x) = -4x^2 + 4x + 13 (for a function: ax^2 + bx + c, when a < 0, then function has maximum value) * To find the slope of the function, lets take derivative of it f'(x)= -8x + 4 * At maximum point, slope will be 0 -8x + 4 = 0 x = 0.5 * Now lets put 0.5 in equation to find the maximum values f(0,5) = -4(0.5)^2 + 4(0.5) + 13 = -1 + 2 +13 = 14 * This functiona will have concave shape. So the maximum point is (0.5, 14) * Reference: ",,,,,
Below is the output of a correlation matrix from your Exploratory data. Is using all the features in a model appropriate for predicting/inferencing Y?,,hard,ml,data_science,DS_Interview_Notebook,"![]( * We can see from above correlation matrix that there is high correlation(.98) between X1 and X2, also high correlation(.88) between X1 and X3, similarly there is high correlation(.75) between X2 and X3 * All the variables are correlated to each other. In regression this would result in multicollinearity. We can try methods such as dimension reduction, feature selection, stepwise regression to choose the correct input variables for predictiong Y * Second part of question is - should we use ",,,,,
What is stepwise regression?,,hard,ml,data_science,DS_Interview_Notebook,"Stepwise regression is a method of fitting regression models in which the choice of predictive variables is carried out by an automatic procedure. In each step, a variable is considered for addition to or subtraction from the set of explanatory variables based on some prespecified criterion. Stepwise regression is classified into backward and forward selection. * **Backward selection** starts with a full model, then step by step we reduce the regressor variables and find the model with the least",,,,,
You have two buckets - one of 3 liters and other of 5 liters. You are expected to mesure exactly 4 liters. How will you complete the task? Note: There is no thrid bucket.,,hard,mixed,data_science,DS_Interview_Notebook,"* Questions like this will test your out of the box thinking * Step1: Fill 5 lts bucket and empty it in 3 ltr bucket. Now we are left with 2 ltr in 5 ltr bucket. * Step2: Empty 3 ltr bucket and pour the contents of 5 ltr bucket in 3 ltr bucket. Now our 5 ltr bucket is empty and 3 ltr bucket has 2 ltr content in it. * Now fill the 5 ltr bucket again. Remember that our 3 ltr bucket has 2 ltr content in it, so if we pour 1 ltr content from 5 ltr bucket to 3 ltr bucket we are left with 4 ltr content",,,,,
Lis the differences between supervised and unsupervised learning,,hard,ml,data_science,DS_Interview_Notebook,"| Supervised learning | Unsupervised leanring |:- |:- Uses labeled data as input | Uses unlabeled data as input Supervised learning has feedback mechanism | Unsupervised learning has no feedback mechanism Common supervised learning algorithms are decision tree, logistic regression, support vector machine etc | K Means clustering, hierarchical clustering etc Reference: ",,,,,
Explain the steps in making decision tree?,,hard,mixed,data_science,DS_Interview_Notebook,![]( Below are the common steps in decision tree algorithm * Take the entire data as input * At the root node decision tree selects feature to split the data in two major categories. * Different criteria will be used to split the data. We generally use 'entropy' or 'gini' in case of classification and 'mse' or 'mae' in case of regression problems. * Features are selected for spliting based on highest information gain. * After every split we get decision rules and sub trees. * This process will c,,,,,
How do you build random forest model?,,hard,ml,data_science,DS_Interview_Notebook,Ranodm forest is made up of multiple decision trees. Unlike decision tree random forest fits multiple decision trees on various sub samples of dataset and make the predictions by averaging the predictions from each tree. ![]( * Select few random sub sample from given dataset * Construct a decision tree for every sub sample and predict the result. * Perform the voting on prediction from each tree. * At the end select the most voted result as final prediction. * Reference: ,,,,,
How do Random Forest handle missing data?,,hard,case,data_science,DS_Interview_Notebook,"Random Forests inherently have two primary ways of handling missing data: 1. **During Training (Building the Trees):** * **For Numerical Features:** Missing values can be imputed using simple strategies like mean or median. * **For Categorical Features:** A new ""missing"" category is often created to handle missing values. This ensures that data points with missing categorical values are still considered during the tree building process. 2. **During Prediction (Making New Predictions):** * **""Sur",,,,,
What is model overfitting? How can you avoid it?,,hard,ml,data_science,DS_Interview_Notebook,"Overfitting occurs when your model learns too much from training data and isn't able to generalize the underlying information. When this happens, the model is able to describe training data very accurately but loses precision on every dataset it has not been trained on. Below images represent the overfitting linear and logistic regression models. ![]( **How To Avoid Overfitting?** * Since overfitting algorithm captures the noise in data, reducing the number of features will help. We can manually",,,,,
There are 9 balls out of which one ball is heavy in weight and rest are of the same weight. In how many minimum weightings will you find the heavier ball?,,hard,mixed,data_science,DS_Interview_Notebook,"To find the heavier ball among 9 balls using a balance scale, you can determine the minimum number of weighings required by strategically dividing the balls and comparing their weights. ### Step-by-Step Solution: 1. **First Weighing**: - Divide the 9 balls into three groups of 3 balls each: Group A, Group B, and Group C. - Weigh Group A against Group B. 2. **Analyzing the First Weighing**: - **Case 1**: If the scales balance (i.e., Group A = Group B), it means the heavier ball is in Group C. - *",,,,,
"Difference between univariate, bivariate and multivariate analysis?",,easy,mixed,data_science,DS_Interview_Notebook,* Univariate Analysis ![Univariate_Analysis]( * Bivariate Analysis ![Bivariate_Analysis]( * Multivariate Analysis ![Multivariate_Analysis](,,,,,
What are feature selection methods to select right variables?,,hard,mixed,data_science,DS_Interview_Notebook,"Feature selection is the process of reducing the number of input variables when developing a predictive model. There are two methods for feature selection. Filter method and wrapper methods. Best analogy for selecting features is bad data in bad answers out. ## Filter Methods * Filter feature selection methods use statistical techniques to evaluate the relationship between each input variable and the target variable, and these scores are used as the basis to choose (filter) those input variables",,,,,
"In you choice of langauge: Write a program that prints the numbers from 1 to 50. But for multiples of three print ""Fizz"" instaed of the number and for the multiples of five print ""Buzz"". For the numbers which are multiples of both three and five print ""FizzBuzz"".",,easy,coding,data_science,DS_Interview_Notebook,,,,,,
You are given a dataset consisting of variables having more than 30% missing values? How will you deal with them?,,hard,case,data_science,DS_Interview_Notebook,"* There are multiple ways to handle missing values in the data * If dataset is huge we can simply remove the rows containing the missing data * If dataset is small then we have to impute the missing values. There are multiple ways to impute the missing values. In case of categorical data we may use the most common values and in case numerical data we can use mean, median etc. * Reference: ",,,,,
"For the given point how will you caluclate the Euclidean distance, in Python?",,easy,mixed,data_science,DS_Interview_Notebook,Euclidean distance is calculated as the square root of the sum of the squared differences between the two vectors. ![]( Reference: ,,,,,
What is the angle between the hour and minute hands of clock when the time is half past six?,,easy,mixed,data_science,DS_Interview_Notebook,![Clock_Puzzle]( Reference: ,,,,,
How should you maintain your deployed model?,,hard,ml,data_science,DS_Interview_Notebook,### Monitor Constant monitoring of all the models is needed to determine the performance accuracy of the models ### Evaluate Evaluation metric of the current model is calculated to determine if new algorithm is needed. ### Compare The new models are compared against each other to determine which model performs the best. ### Rebuild The best performing model is re-built on the current set of data. Reference: ,,,,,
What are recommender systems?,,hard,mixed,data_science,DS_Interview_Notebook,* The purpose of a recommender system is to suggest relevant items or services to users. * Two major categories of recommender systems are collaboarative filtering and cotent based filtering methods ### Collaborative Filtering * It is based on the past interactions recorded between users and items in order to produce new recommendations. * e.g. Music service recommends track that are often played by other users with similar interests ### Content Based Filtering * Unlike collaborative methods tha,,,,,
"'People who bought this, also bought...'recommendations seen on Amazon is a result of which algorithm?",,medium,ml,data_science,DS_Interview_Notebook,* Its done by recommendation system using collaborative filtering approach. * In case of collaborative filtering past interactions recorded between users and items are used to produce new recommendations.,,,,,
"If it rains on saturday with probability 0.6, and it rains on sunday with probability 0.2, what is the probability that it rains this weekend?",,hard,stats,data_science,DS_Interview_Notebook,"* Since we know the probability of rain on Saturday and Sunday, the probability of raining on Weekend is combination of both of these events. * Trick here is to know the probability of not raining on Saturday and Sunday. * If we subtract the intersection(∩) of both the events of not raining on Saturday and Sunday from total probability then we get the probability of raining on weekend. ``` = Total probability - (Probability that it will not rain on Saturday) ∩ (Probability that it will not rain ",,,,,
How can you select K for K-Means?,,hard,mixed,data_science,DS_Interview_Notebook,"There are two ways to select the number of clusters in case K-Means clustering algorithm ### Visualization * To find the number of clusters manually by data visualization is one of the most common method. * Domain knowledge and proper understanding of given data also help to make more informed decisions. * Since its manual exercise there is always a scope for ambiguous observations, in such cases we can also use ‘Elbow Method’ ### Elbow Method * In Elbow method we run the K-Means algorithm multi",,,,,
"Explain dimensionality reduction, and its benefits?",,hard,mixed,data_science,DS_Interview_Notebook,* Dimensionality reduction referes to the process of converting a set of data having vast dimensions into data with lesser dimensions(features) to convey similar information concisely. * It helps in data compressing and reducing the storage space * It reduces computation time as less dimensions lead to less computing * It removes redundant features. E.g. There is no point in storing value in two different units * Reference: ,,,,,
How can you say that the time series data is stationary?,,hard,case,data_science,DS_Interview_Notebook,"For accurate analysis and forecasting, **trend and seasonality is removed** from the time series and converted it into stationary series. Time series data is said to be stationary when statistical properties like mean, standard deviation are constant and there is no seasonality. In other words statistical properties of the time series data should not be a function of time. ![Stationarity]( Reference: ",,,,,
How can you calculate the accuracy using confusion matrix?,,easy,mixed,data_science,DS_Interview_Notebook,Accuracy = (True Positive + true Negative) / Total Obervations,,,,,
Write the equations for the precision and recall?,,easy,mixed,data_science,DS_Interview_Notebook,Precision = True Positive / (True Positive + False Positive) Recall = True Positive /(Total Positive + False Negative),,,,,
"If a drawer containes 12 red socks, 16 blue socks, and 20 white socks, how many must you pull out to be sure of having a amcthing pair?",,hard,mixed,data_science,DS_Interview_Notebook,"* There are three colors of socks- Red, Blue and White. No of socks is irrelevant here. * Suppose in our first pull we picked Red color sock * In second pull we picked Blue color sock * And in third pull we picked White color sock. * Now in our fourth pull, if we pick any color, match is guaranteed!! So the answer is 4! * Reference: ",,,,,
Write a SQL query to list all orders with customer information,,easy,mixed,data_science,DS_Interview_Notebook,![SQL_Join](,,,,,
Which of the following machine learning algorithm can be used for imputing missing values of both categorical and continuos variables?,,medium,ml,data_science,DS_Interview_Notebook,``` - K-means clustering - Linear regression - K-NN - Decision tress ``` Using KNN we can compute the missing variable value by using the nearest neighbors.,,,,,
"Given a box of matches and two ropes, not necessarily identical, measure a period of 45 minutes? Note: Ropes are not uniform in natire and rope takes exactly 60 minutes to completly burn out",,medium,mixed,data_science,DS_Interview_Notebook,"* We have two ropes A and B * Ligt A from both the end and B from one end * When A finished burning we know that 30 minutes have elapsed and B has 30 minutes remaining * Now light the other end of B also, it will now burnout in 15 minutes * This we got 30 + 15 = 45 minutes * Reference: ",,,,,
"After studying the behaviour of population, you have identified four specific individual types who are valueable to your study. You would like find all users who are most similar to each indivdual type. Which algorithm is most approprate for this study?",,hard,ml,data_science,DS_Interview_Notebook,"The most appropriate algorithm for this study is **K-Nearest Neighbors (KNN)**. Here's why KNN is well-suited for this task: 1. **Similarity-Based:** KNN explicitly focuses on finding the most similar data points (users in this case) to a given point (your identified individual types) based on their features or attributes. 2. **No Assumption about Data Distribution:** KNN is a non-parametric algorithm, meaning it doesn't make any assumptions about the underlying distribution of your data. This i",,,,,
Your organization has a website where visitors randomly receive one of the two coupons. It is also possible that visitors to the website will not receive the coupon. You have been asked to determine if offering a coupon to the visitors to your website has any impact on their purchase decision. Which analysis method should you use?,,hard,mixed,data_science,DS_Interview_Notebook,"In this scenario, the most appropriate analysis method would be **A/B Testing** (or **Split Testing**). **Here's why A/B Testing is the best fit:** * **Controlled Experiment:** A/B Testing allows you to randomly assign visitors to different groups (control group with no coupon, group A with coupon type 1, group B with coupon type 2). This controlled experiment ensures that any differences in purchase behavior can be directly attributed to the presence and type of coupon. * **Measures Impact:** Y",,,,,
Explain Principal Componenet Analysis?,,hard,mixed,data_science,DS_Interview_Notebook,"* Principal Component Analysis (PCA) is dimensionality reduction method, that is used to reduce dimensionality of large data sets, by transforming large set of variables into a smaller one that still contains most of the information in large set. * Principal component analysis is a technique for **feature extraction** — so it combines our input variables in a specific way, then we can drop the “**least important**” variables while still retaining the most valuable parts of all of the variables! ",,,,,
Explain feature scaling,,hard,mixed,data_science,DS_Interview_Notebook,"* Feature scaling is one of the most important data preprocessing step in machine learning * If we are **changing the range of the features then its called 'scaling'** and if we are **changing the distribution of the features then its called 'normalization/standardization'** ## Scaling * This means that you're transforming your data so that it fits within a specific scale, like 0-100 or 0-1. By scaling your variables, you can help compare different variables on equal footing. * Scaling is requir",,,,,
Difference between standardisation and normalization?,,hard,mixed,data_science,DS_Interview_Notebook,"**Standardization** * **What it does:** * Centers the data around zero (mean = 0) * Scales the data to have a standard deviation of one (std = 1) * **Transformation:** * `Z = (X - mean) / std_dev` * **When to use it:** * Algorithms that are sensitive to the scale of features (e.g., linear regression, logistic regression, support vector machines). * When you assume your data follows a normal (Gaussian) distribution (though not strictly required). * When outliers are present, as standardization is",,,,,
What is meant by Data Leakage?,,hard,case,data_science,DS_Interview_Notebook,"* Data Leakage is the scenario where the Machine Learning Model is already aware of some part of test data after training.This causes the problem of overfitting. * In Machine learning, Data Leakage refers to a mistake that is made by the creator of a machine learning model in which they accidentally share the information between the test and training data sets. * Data leakage is a serious and widespread problem in data mining and machine learning which needs to be handled well to obtain a robust",,,,,
How to detect Data Leakage?,,hard,case,data_science,DS_Interview_Notebook,"* Results are too good too true * In general, if we see that the model which we build is too good to be true (i.,e gives predicted and actual output the same), then we should get suspicious and data leakage cannot be ruled out. * At that time, the model might be somehow memorizing the relations between feature and target instead of learning and generalizing it for the unseen data. * So, it is advised that before the testing, the prior documented results are weighed against the expected results. ",,,,,
How to fix the problem of Data Leakage?,,hard,case,data_science,DS_Interview_Notebook,"The main culprit behind this is the way we split our dataset and when. The following steps can prove to be very crucial in preventing data leakage: * Select the features such a way that they do not contain information about the target variable, which is not naturally available at the time of prediction. * Create a Separate Validation Set * To minimize or avoid the problem of data leakage, we should try to set aside a validation set in addition to training and test sets if possible. * The purpose",,,,,
What is selection bias?,,hard,mixed,data_science,DS_Interview_Notebook,"* Selection bias is the bias introduced by the selection of individuals, groups, or data for analysis in such a way that proper randomization is not achieved, thereby ensuring that the sample obtained is not representative of the population intended to be analyzed. It is sometimes referred to as the **selection effect**. * **Sampling bias** is usually classified as a subtype of selection bias, sampling bias is a bias in which a sample is collected in such a way that some members of the intended ",,,,,
Difference between supervised and unsupervised learning,,medium,ml,data_science,DS_Interview_Notebook,"|Supervised|Unsupervised| |:-|:-| |Used for prediction|Used for analysis| |Labelled input data|Unlabelled input data| |Data need to be splitted into train/validation/test sets|No split required| |Used in Classification and Regression|Used for clustering, dimension reduction & density estimation|",,,,,
Explain normal distribution of data,,hard,stats,data_science,DS_Interview_Notebook,"Data can be distributed (spread out) in different ways, * It can be spread out more on the left (Left skew) ![]( * More on the right (Right Skew) ![]( * It can be all jumbled up ![]( * But there are many cases where the data tends to be around a central value with no bias left or right, and it gets close to a ""Normal Distribution"" like this: ![]( * The Normal Distribution has: - mean = median = mode - symmetry about the center - 50% of values less than the mean and 50% greater than the mean Refe",,,,,
What does it mean when distribution is left skew or right skew?,,hard,stats,data_science,DS_Interview_Notebook,"In a **right-skewed** distribution, the tail on the right side is longer. This means most of the data is clustered on the left, with a few unusually large values pulling the average higher. Think of income distribution - most people earn less, but a few very high earners skew the average upwards. In a **left-skewed** distribution, the tail on the left side is longer. This means most of the data is clustered on the right, with a few unusually small values pulling the average lower. An example cou",,,,,
What does the distribution looks like for the average time spend watching youtube per day?,,hard,stats,data_science,DS_Interview_Notebook,"The distribution of average time spent watching YouTube per day is likely to be right-skewed. This means that most people watch YouTube for a relatively short amount of time each day, while a smaller number of users watch for much longer durations. The tail of the distribution extends to the right, indicating the presence of these high-usage viewers",,,,,
Expalin covariance and correlation,,hard,mixed,data_science,DS_Interview_Notebook,"* Covariance and Correlation are two mathematical concepts which are commonly used in the field of probability and statistics. Both concepts describe the relationship between two variables. * “Covariance” indicates the **direction of the linear relationship between variables**. “Correlation” on the other hand measures both the **strength and direction of the linear relationship between two variables**. * In case of High correlation, two sets of data are strongly linked together - Correlation is ",,,,,
What is regularization. Why it is usefull?,,hard,mixed,data_science,DS_Interview_Notebook,* Regularization is the process of adding tunning parameter(penalty term) to a model to induce smoothness in order to prevent overfitting. * The tunning parameter controls the excessively fluctuating function in such a way that coefficients dont take extreame values. * There are two types of regularization as follows: - L1 Regularization or Lasso Regularization. L1 Regularization or Lasso Regularization adds a penalty to the error function. The penalty is the sum of the absolute values of weight,,,,,
What are confouding varaiables?,,hard,mixed,data_science,DS_Interview_Notebook,"* In statistics, confounder is a variable that influences both the dependent variable and independent avriable. * If you are researeching whether a lack of exercise leads to weight gain. In this case 'lack of exercise' is independent variable and 'weight gain' is dependent variable. A confounding varaible in this case would be 'age' which affect both of these variables.",,,,,
Explain ROC curve and AUC,,hard,mixed,data_science,DS_Interview_Notebook,"**ROC Curve (Receiver Operating Characteristic Curve)** and **AUC (Area Under the Curve)** are tools used to evaluate the performance of a classification model, particularly when you want to understand how well the model separates two classes, such as ""spam"" and ""not spam."" ### ROC Curve: 1. **What is the ROC Curve?** - The ROC Curve is a graph that shows the trade-off between the **True Positive Rate (TPR)** and the **False Positive Rate (FPR)** of a model at various thresholds. - **True Positi",,,,,
Explain Precision-Recall Curve,,hard,mixed,data_science,DS_Interview_Notebook,"The **Precision-Recall Curve** is a tool used to evaluate the performance of a classification model, especially when dealing with imbalanced datasets where one class is much more common than the other. ### Key Concepts: 1. **Precision**: - Measures how many of the positive predictions made by the model are actually correct. - **Example**: If a model predicts 10 emails as spam and 8 are actually spam, the precision is 8 out of 10, or 80%. 2. **Recall**: - Measures how well the model finds all the",,,,,
What is TF-IDF?,,hard,mixed,data_science,DS_Interview_Notebook,**TF-IDF (Term Frequency-Inverse Document Frequency)** is a method used in text analysis to determine how important a word is in a specific document compared to a whole collection of documents (called a corpus). It helps in identifying words that are most relevant to the content of a document. ### Key Concepts: 1. **Term Frequency (TF)**: - This measures how often a word appears in a document. A higher term frequency means that the word is more significant within that document. - **Simple Exampl,,,,,
Python or R- which one would you prefer for text analytics?,,medium,mixed,data_science,DS_Interview_Notebook,We will prefer python for following reasons * We can use pandas library which has easy to use data structures and high performance data analysis tools * R is more suitable for ML than text analytics * Python is faster for all types of text analytics.,,,,,
What are Eigenvectors and Eigenvalues?,,hard,mixed,data_science,DS_Interview_Notebook,"* In linear algebra, an **eigenvector** is a special vector that, when a linear transformation is applied to it, only changes in scale (gets stretched or shrunk) but not in direction. * The **eigenvalue** associated with that eigenvector is the factor by which it is scaled. **Why are they important?** Eigenvectors and eigenvalues reveal the underlying structure and behavior of linear transformations. They have numerous applications across various fields: * **Image compression:** Eigenvectors can",,,,,
Explain the scenario where both false positive and false negative are equally important,,hard,mixed,data_science,DS_Interview_Notebook,"1. **Medical Diagnosis (e.g., Cancer Screening)** * **False Positive:** A patient is told they have cancer when they don't. This leads to unnecessary anxiety, invasive procedures, and potential side effects from treatment. * **False Negative:** A patient with cancer is told they are healthy. This delays crucial treatment, potentially allowing the disease to progress and worsen the prognosis. 2. **Fraud Detection** * **False Positive:** A legitimate transaction is flagged as fraudulent. This inco",,,,,
Why feature scalling is required in Gradient Descent Based Algorithms,,hard,ml,data_science,DS_Interview_Notebook,"* Machine learning algorithms like linear regression, logistic regression, neural network, etc. that use gradient descent as an optimization technique require data to be scaled. Take a look at the formula for gradient descent below: ![Gradient descent formula]( * The presence of feature value X in the formula will affect the step size of the gradient descent. * The difference in ranges of features will cause different step sizes for each feature. * To ensure that the gradient descent moves smoot",,,,,
